date ,event name ,period,survey median,actual ,prior ,revision 
1/13/2023 10:00,U. of Mich. Sentiment,Jan P,60.7,64.6,59.7,#N/A
1/17/2023 8:30,Empire Manufacturing,Jan,-8.7,-32.9,-11.2,#N/A
1/18/2023 7:00,MBA Mortgage Applications,13-Jan,#N/A,27.9,1.2,#N/A
1/18/2023 8:30,Retail Sales Advance MoM,Dec,-0.9,-1.1,-0.6,-1.35207
1/18/2023 8:30,PPI Final Demand MoM,Dec,-0.1,-0.5,0.3,0.3804065
1/18/2023 9:15,Industrial Production MoM,Dec,-0.1,-0.7,-0.2,-0.33259
1/19/2023 8:30,Initial Jobless Claims,14-Jan,213.5,190,205,207
1/19/2023 8:30,Housing Starts,Dec,1358,1382,1427,1427
1/20/2023 10:00,Existing Home Sales,Dec,3.95,4.02,4.09,4.19
1/23/2023 10:00,Leading Index,Dec,-0.7,-0.8,-1,-1
1/24/2023 9:45,S&P Global US Manufacturing PMI,Jan P,46,#N/A,46.2,#N/A
1/25/2023 7:00,MBA Mortgage Applications,20-Jan,#N/A,7,27.9,28.1
1/26/2023 8:30,Initial Jobless Claims,21-Jan,205,186,190,203
1/26/2023 8:30,GDP Annualized QoQ,4Q A,2.6,2.9,3.2,#N/A
1/26/2023 8:30,Wholesale Inventories MoM,Dec P,0.5,0.1,1,0.9
1/26/2023 8:30,Durable Goods Orders,Dec P,2.5,5.6,-2.1,-1.7
1/26/2023 10:00,New Home Sales,Dec,612,616,640,582
1/27/2023 8:30,Personal Spending,Dec,-0.2,-0.2,0.1,-0.12621
1/27/2023 8:30,Personal Income,Dec,0.2,0.2,0.4,0.11456
1/27/2023 10:00,U. of Mich. Sentiment,Jan F,64.6,64.9,64.6,#N/A
1/31/2023 9:45,MNI Chicago PMI,Jan,45,44.3,44.9,45.21575333
1/31/2023 10:00,Conf. Board Consumer Confidence,Jan,109,107.1,108.3,109
2/1/2023 7:00,MBA Mortgage Applications,27-Jan,#N/A,-9,7,#N/A
2/1/2023 8:15,ADP Employment Change,Jan,180,106,235,306
2/1/2023 9:45,S&P Global US Manufacturing PMI,Jan F,46.8,46.9,46.2,46.9
2/1/2023 10:00,ISM Manufacturing,Jan,48,47.4,48.4,48.1
2/1/2023 14:00,FOMC Rate Decision (Upper Bound),1-Feb,4.75,4.75,4.5,#N/A
2/2/2023 8:30,Initial Jobless Claims,28-Jan,195,183,186,202
2/2/2023 10:00,Durable Goods Orders,Dec F,5.6,5.6,5.6,4.51585
2/2/2023 10:00,Factory Orders,Dec,2.3,1.8,-1.8,-2.40629
2/3/2023 8:30,Change in Nonfarm Payrolls,Jan,189,517,223,136
2/3/2023 8:30,Unemployment Rate,Jan,3.6,3.4,3.5,#N/A
2/7/2023 8:30,Trade Balance,Dec,-68.5,-67.4,-61.5,-63.818
2/8/2023 7:00,MBA Mortgage Applications,3-Feb,#N/A,7.4,-9,#N/A
2/8/2023 10:00,Wholesale Inventories MoM,Dec F,0.1,0.1,0.1,-0.07275
2/9/2023 8:30,Initial Jobless Claims,4-Feb,190,196,183,199
2/10/2023 10:00,U. of Mich. Sentiment,Feb P,65,66.4,64.9,#N/A
2/14/2023 8:30,CPI MoM,Jan,0.5,0.5,-0.1,0.13128
2/14/2023 8:30,CPI YoY,Jan,6.2,6.4,6.5,#N/A
2/15/2023 7:00,MBA Mortgage Applications,10-Feb,#N/A,-7.7,7.4,3.5
2/15/2023 8:30,Retail Sales Advance MoM,Jan,2,3,-1.1,-1.24867
2/15/2023 8:30,Empire Manufacturing,Feb,-18,-5.8,-32.9,#N/A
2/15/2023 9:15,Industrial Production MoM,Jan,0.5,0,-0.7,-1.54824
2/16/2023 8:30,Initial Jobless Claims,11-Feb,200,194,196,214
2/16/2023 8:30,PPI Final Demand MoM,Jan,0.4,0.7,-0.5,-0.3215938
2/16/2023 8:30,Housing Starts,Jan,1356,1309,1382,1357
2/17/2023 10:00,Leading Index,Jan,-0.3,-0.3,-0.8,-0.7
2/21/2023 9:45,S&P Global US Manufacturing PMI,Feb P,47.2,#N/A,46.9,#N/A
2/21/2023 10:00,Existing Home Sales,Jan,4.1,4,4.02,4.12
2/22/2023 7:00,MBA Mortgage Applications,17-Feb,#N/A,-13.3,-7.7,-10.9
2/23/2023 8:30,Initial Jobless Claims,18-Feb,200,192,194,217
2/23/2023 8:30,GDP Annualized QoQ,4Q S,2.9,2.7,2.9,#N/A
2/24/2023 8:30,Personal Spending,Jan,1.4,1.8,-0.2,0.28559
2/24/2023 8:30,Personal Income,Jan,1,0.6,0.2,0.18797
2/24/2023 10:00,New Home Sales,Jan,620,670,616,636
2/24/2023 10:00,U. of Mich. Sentiment,Feb F,66.4,67,66.4,66.9
2/27/2023 8:30,Durable Goods Orders,Jan P,-4,-4.5,5.6,5.1
2/28/2023 8:30,Wholesale Inventories MoM,Jan P,0.1,-0.4,0.1,#N/A
2/28/2023 9:45,MNI Chicago PMI,Feb,45.5,43.6,44.3,43.79913655
2/28/2023 10:00,Conf. Board Consumer Confidence,Feb,108.5,102.9,107.1,106
3/1/2023 7:00,MBA Mortgage Applications,24-Feb,#N/A,-5.7,-13.3,-7.2
3/1/2023 9:45,S&P Global US Manufacturing PMI,Feb F,47.8,47.3,46.9,47.3
3/1/2023 10:00,ISM Manufacturing,Feb,48,47.7,47.4,#N/A
3/2/2023 8:30,Initial Jobless Claims,25-Feb,195,190,192,215
3/6/2023 10:00,Durable Goods Orders,Jan F,-4.5,-4.5,-4.5,-1.27462
3/6/2023 10:00,Factory Orders,Jan,-1.8,-1.6,1.8,1.04556
3/7/2023 10:00,Wholesale Inventories MoM,Jan F,-0.4,-0.4,-0.4,-0.6765
3/8/2023 7:00,MBA Mortgage Applications,3-Mar,#N/A,7.4,-5.7,-5.9
3/8/2023 8:15,ADP Employment Change,Feb,200,242,106,131
3/8/2023 8:30,Trade Balance,Jan,-68.7,-68.3,-67.4,-71.386
3/9/2023 8:30,Initial Jobless Claims,4-Mar,195,211,190,208
3/10/2023 8:30,Change in Nonfarm Payrolls,Feb,225,311,517,482
3/10/2023 8:30,Unemployment Rate,Feb,3.4,3.6,3.4,#N/A
3/14/2023 8:30,CPI MoM,Feb,0.4,0.4,0.5,#N/A
3/14/2023 8:30,CPI YoY,Feb,6,6,6.4,#N/A
3/15/2023 7:00,MBA Mortgage Applications,10-Mar,#N/A,6.5,7.4,#N/A
3/15/2023 8:30,Retail Sales Advance MoM,Feb,-0.4,-0.4,3,3.85645
3/15/2023 8:30,PPI Final Demand MoM,Feb,0.3,-0.1,0.7,0.4327381
3/15/2023 8:30,Empire Manufacturing,Mar,-7.9,-24.6,-5.8,#N/A
3/16/2023 8:30,Initial Jobless Claims,11-Mar,205,192,211,227
3/16/2023 8:30,Housing Starts,Feb,1310,1450,1309,1340
3/17/2023 9:15,Industrial Production MoM,Feb,0.2,0,0,1.00735
3/17/2023 10:00,Leading Index,Feb,-0.3,-0.3,-0.3,-0.5
3/17/2023 10:00,U. of Mich. Sentiment,Mar P,67,63.4,67,#N/A
3/21/2023 10:00,Existing Home Sales,Feb,4.2,4.58,4,4.07
3/22/2023 7:00,MBA Mortgage Applications,17-Mar,#N/A,3,6.5,#N/A
3/22/2023 14:00,FOMC Rate Decision (Upper Bound),22-Mar,5,5,4.75,#N/A
3/23/2023 8:30,Initial Jobless Claims,18-Mar,197,191,192,221
3/23/2023 10:00,New Home Sales,Feb,649.5,640,670,649
3/24/2023 8:30,Durable Goods Orders,Feb P,0.2,-1,-4.5,-5
3/24/2023 9:45,S&P Global US Manufacturing PMI,Mar P,47,#N/A,47.3,#N/A
3/28/2023 8:30,Wholesale Inventories MoM,Feb P,-0.1,0.2,-0.4,-0.5
3/28/2023 10:00,Conf. Board Consumer Confidence,Mar,101,104.2,102.9,103.4
3/29/2023 7:00,MBA Mortgage Applications,24-Mar,#N/A,2.9,3,#N/A
3/30/2023 8:30,Initial Jobless Claims,25-Mar,196,198,191,228
3/30/2023 8:30,GDP Annualized QoQ,4Q T,2.7,2.6,2.7,#N/A
3/31/2023 8:30,Personal Spending,Feb,0.3,0.2,1.8,1.59408
3/31/2023 8:30,Personal Income,Feb,0.2,0.3,0.6,0.95466
3/31/2023 9:45,MNI Chicago PMI,Mar,43,43.8,43.6,43.00692948
3/31/2023 10:00,U. of Mich. Sentiment,Mar F,63.25,62,63.4,#N/A
4/3/2023 9:45,S&P Global US Manufacturing PMI,Mar F,49.3,49.2,47.3,49.2
4/3/2023 10:00,ISM Manufacturing,Mar,47.5,46.3,47.7,47.7
4/4/2023 10:00,Durable Goods Orders,Feb F,-1,-1,-1,-2.71112
4/4/2023 10:00,Factory Orders,Feb,-0.5,-0.7,-1.6,0.02255
4/5/2023 7:00,MBA Mortgage Applications,31-Mar,#N/A,-4.1,2.9,#N/A
4/5/2023 8:15,ADP Employment Change,Mar,210,145,242,275
4/5/2023 8:30,Trade Balance,Feb,-68.8,-70.5,-68.3,-70.296
4/6/2023 8:30,Initial Jobless Claims,1-Apr,200,228,198,232
4/7/2023 8:30,Change in Nonfarm Payrolls,Mar,230,236,311,287
4/7/2023 8:30,Unemployment Rate,Mar,3.6,3.5,3.6,#N/A
4/10/2023 10:00,Wholesale Inventories MoM,Feb F,0.2,0.1,0.2,-0.17551
4/12/2023 7:00,MBA Mortgage Applications,7-Apr,#N/A,5.3,-4.1,#N/A
4/12/2023 8:30,CPI MoM,Mar,0.2,0.1,0.4,#N/A
4/12/2023 8:30,CPI YoY,Mar,5.1,5,6,#N/A
4/13/2023 8:30,PPI Final Demand MoM,Mar,0,-0.5,-0.1,-0.02548062
4/13/2023 8:30,Initial Jobless Claims,8-Apr,235,239,228,216
4/14/2023 8:30,Retail Sales Advance MoM,Mar,-0.45,-1,-0.4,-0.86887
4/14/2023 9:15,Industrial Production MoM,Mar,0.2,0.4,0,0.00429
4/14/2023 10:00,U. of Mich. Sentiment,Apr P,62.1,63.5,62,#N/A
4/17/2023 8:30,Empire Manufacturing,Apr,-18,10.8,-24.6,#N/A
4/18/2023 8:30,Housing Starts,Mar,1400,1420,1450,1436
4/19/2023 7:00,MBA Mortgage Applications,45396,#N/A,-8.8,5.3,#N/A
4/20/2023 8:30,Initial Jobless Claims,45397,240,245,239,220
4/20/2023 10:00,Existing Home Sales,Mar,4.5,4.44,4.58,4.53
4/20/2023 10:00,Leading Index,Mar,-0.7,-1.2,-0.3,-0.6
4/21/2023 9:45,S&P Global US Manufacturing PMI,Apr P,49,#N/A,49.2,#N/A
4/25/2023 10:00,New Home Sales,Mar,632,683,640,625
4/25/2023 10:00,Conf. Board Consumer Confidence,Apr,104,101.3,104.2,104
4/26/2023 7:00,MBA Mortgage Applications,45403,#N/A,3.7,-8.8,#N/A
4/26/2023 8:30,Wholesale Inventories MoM,Mar P,0.1,0.1,0.1,#N/A
4/26/2023 8:30,Durable Goods Orders,Mar P,0.7,3.2,-1,-1.2
4/27/2023 8:30,Initial Jobless Claims,45404,248,230,245,224
4/27/2023 8:30,GDP Annualized QoQ,1Q A,1.9,1.1,2.6,#N/A
4/28/2023 8:30,Personal Spending,Mar,-0.1,0,0.2,0.36722
4/28/2023 8:30,Personal Income,Mar,0.2,0.3,0.3,0.54639
4/28/2023 9:45,MNI Chicago PMI,Apr,43.6,48.6,43.8,43.12964711
4/28/2023 10:00,U. of Mich. Sentiment,Apr F,63.5,63.5,63.5,63.7
5/1/2023 9:45,S&P Global US Manufacturing PMI,Apr F,50.4,50.2,49.2,50.2
5/1/2023 10:00,ISM Manufacturing,Apr,46.8,47.1,46.3,46.5
5/2/2023 10:00,Durable Goods Orders,Mar F,3.2,3.2,3.2,3.34644
5/2/2023 10:00,Factory Orders,Mar,1.2,0.9,-0.7,-1.68385
5/3/2023 7:00,MBA Mortgage Applications,45410,#N/A,-1.2,3.7,#N/A
5/3/2023 8:15,ADP Employment Change,Apr,150,296,145,103
5/3/2023 14:00,FOMC Rate Decision (Upper Bound),45415,5.25,5.25,5,#N/A
5/4/2023 8:30,Initial Jobless Claims,45411,240,242,230,209
5/4/2023 8:30,Trade Balance,Mar,-63.1,-64.2,-70.5,-70.072
5/5/2023 8:30,Change in Nonfarm Payrolls,Apr,185,253,236,146
5/5/2023 8:30,Unemployment Rate,Apr,3.6,3.4,3.5,#N/A
5/8/2023 10:00,Wholesale Inventories MoM,Mar F,0.1,0,0.1,-0.23193
5/10/2023 7:00,MBA Mortgage Applications,45417,#N/A,6.3,-1.2,#N/A
5/10/2023 8:30,CPI MoM,Apr,0.4,0.4,0.1,#N/A
5/10/2023 8:30,CPI YoY,Apr,5,4.9,5,#N/A
5/11/2023 8:30,Initial Jobless Claims,45418,245,264,242,214
5/11/2023 8:30,PPI Final Demand MoM,Apr,0.3,0.2,-0.5,-0.4
5/12/2023 10:00,U. of Mich. Sentiment,May P,63,57.7,63.5,#N/A
5/15/2023 8:30,Empire Manufacturing,May,-3.9,-31.8,10.8,#N/A
5/16/2023 8:30,Retail Sales Advance MoM,Apr,0.8,0.4,-1,-1.1273
5/16/2023 9:15,Industrial Production MoM,Apr,0,0.5,0.4,0.14615
5/17/2023 7:00,MBA Mortgage Applications,45424,#N/A,-5.7,6.3,#N/A
5/17/2023 8:30,Housing Starts,Apr,1400,1401,1420,1380
5/18/2023 8:30,Initial Jobless Claims,45425,251.463,242,264,225
5/18/2023 10:00,Existing Home Sales,Apr,4.3,4.28,4.44,4.35
5/18/2023 10:00,Leading Index,Apr,-0.6,-0.6,-1.2,#N/A
5/23/2023 9:45,S&P Global US Manufacturing PMI,May P,50,#N/A,50.2,#N/A
5/23/2023 10:00,New Home Sales,Apr,665,683,683,640
5/24/2023 7:00,MBA Mortgage Applications,45431,#N/A,-4.6,-5.7,#N/A
5/25/2023 8:30,GDP Annualized QoQ,1Q S,1.1,1.3,1.1,2.2
5/25/2023 8:30,Initial Jobless Claims,45432,245,229,242,225
5/26/2023 8:30,Personal Spending,Apr,0.5,0.8,0,-0.07646
5/26/2023 8:30,Personal Income,Apr,0.4,0.4,0.3,0.48362
5/26/2023 8:30,Durable Goods Orders,Apr P,-1,1.1,3.2,3.3
5/26/2023 8:30,Wholesale Inventories MoM,Apr P,0,-0.2,0,-0.3
5/26/2023 10:00,U. of Mich. Sentiment,May F,58,59.2,57.7,59
5/30/2023 10:00,Conf. Board Consumer Confidence,May,99,102.3,101.3,103.7
5/31/2023 7:00,MBA Mortgage Applications,45438,#N/A,-3.7,-4.6,#N/A
5/31/2023 9:45,MNI Chicago PMI,May,47.25,40.4,48.6,46.7894501
6/1/2023 8:15,ADP Employment Change,May,170,278,296,293
6/1/2023 8:30,Initial Jobless Claims,45439,234.5,232,229,227
6/1/2023 9:45,S&P Global US Manufacturing PMI,May F,48.5,48.4,50.2,48.4
6/1/2023 10:00,ISM Manufacturing,May,47,46.9,47.1,47
6/2/2023 8:30,Change in Nonfarm Payrolls,May,195,339,253,278
6/2/2023 8:30,Unemployment Rate,May,3.5,3.7,3.4,#N/A
6/5/2023 10:00,Durable Goods Orders,Apr F,1.1,1.1,1.1,1.21356
6/5/2023 10:00,Factory Orders,Apr,0.8,0.4,0.9,0.6
6/7/2023 7:00,MBA Mortgage Applications,45445,#N/A,-1.4,-3.7,#N/A
6/7/2023 8:30,Trade Balance,Apr,-75.8,-74.6,-64.2,-59.578
6/8/2023 8:30,Initial Jobless Claims,45446,235,261,232,231
6/8/2023 10:00,Wholesale Inventories MoM,Apr F,-0.2,-0.1,-0.2,-0.39748
6/13/2023 8:30,CPI MoM,May,0.11,0.1,0.4,#N/A
6/13/2023 8:30,CPI YoY,May,4.1,4,4.9,#N/A
6/14/2023 7:00,MBA Mortgage Applications,45452,#N/A,7.2,-1.4,#N/A
6/14/2023 8:30,PPI Final Demand MoM,May,-0.1,-0.3,0.2,0.184726
6/14/2023 14:00,FOMC Rate Decision (Upper Bound),45457,5.25,5.25,5.25,#N/A
6/15/2023 8:30,Initial Jobless Claims,45453,245,262,261,255
6/15/2023 8:30,Retail Sales Advance MoM,May,-0.2,0.3,0.4,#N/A
6/15/2023 8:30,Empire Manufacturing,Jun,-15.1,6.6,-31.8,#N/A
6/15/2023 9:15,Industrial Production MoM,May,0.05,-0.2,0.5,0.46725
6/16/2023 10:00,U. of Mich. Sentiment,Jun P,60,63.9,59.2,#N/A
6/20/2023 8:30,Housing Starts,May,1400,1631,1401,1348
6/21/2023 7:00,MBA Mortgage Applications,45459,#N/A,0.5,7.2,#N/A
6/22/2023 8:30,Initial Jobless Claims,45460,259,264,262,260
6/22/2023 10:00,Existing Home Sales,May,4.25,4.3,4.28,4.22
6/22/2023 10:00,Leading Index,May,-0.8,-0.7,-0.6,-0.7
6/23/2023 9:45,S&P Global US Manufacturing PMI,Jun P,48.5,#N/A,48.4,#N/A
6/27/2023 8:30,Durable Goods Orders,May P,-0.9,1.7,1.1,1.2
6/27/2023 10:00,New Home Sales,May,676,763,683,679
6/27/2023 10:00,Conf. Board Consumer Confidence,Jun,104,109.7,102.3,102.5
6/28/2023 7:00,MBA Mortgage Applications,45466,#N/A,3,0.5,#N/A
6/28/2023 8:30,Wholesale Inventories MoM,May P,-0.1,-0.1,-0.1,-0.3
6/29/2023 8:30,Initial Jobless Claims,45467,265,239,264,261
6/29/2023 8:30,GDP Annualized QoQ,1Q T,1.4,2,1.3,#N/A
6/30/2023 8:30,Personal Spending,May,0.2,0.1,0.8,0.44457
6/30/2023 8:30,Personal Income,May,0.3,0.4,0.4,0.21158
6/30/2023 9:45,MNI Chicago PMI,Jun,43.8,41.5,40.4,40.82128126
6/30/2023 10:00,U. of Mich. Sentiment,Jun F,63.9,64.4,63.9,64.2
7/3/2023 9:45,S&P Global US Manufacturing PMI,Jun F,46.3,46.3,48.4,46.3
7/3/2023 10:00,ISM Manufacturing,Jun,47.1,46,46.9,46.6
7/5/2023 10:00,Durable Goods Orders,May F,1.7,1.8,1.7,1.97627
7/5/2023 10:00,Factory Orders,May,0.8,0.3,0.4,0.3
7/6/2023 7:00,MBA Mortgage Applications,45473,#N/A,-4.4,3,#N/A
7/6/2023 8:15,ADP Employment Change,Jun,225,497,278,206
7/6/2023 8:30,Initial Jobless Claims,45474,245,248,239,238
7/6/2023 8:30,Trade Balance,May,-69,-68.982,-74.6,-72.17
7/7/2023 8:30,Change in Nonfarm Payrolls,Jun,230,209,339,303
7/7/2023 8:30,Unemployment Rate,Jun,3.6,3.6,3.7,#N/A
7/10/2023 10:00,Wholesale Inventories MoM,May F,-0.1,0,-0.1,-0.41523
7/12/2023 7:00,MBA Mortgage Applications,45480,#N/A,0.9,-4.4,#N/A
7/12/2023 8:30,CPI MoM,Jun,0.295,0.2,0.1,#N/A
7/12/2023 8:30,CPI YoY,Jun,3.1,3,4,#N/A
7/13/2023 8:30,PPI Final Demand MoM,Jun,0.2,0.1,-0.3,-0.22202
7/13/2023 8:30,Initial Jobless Claims,45481,250,237,248,248
7/14/2023 10:00,U. of Mich. Sentiment,Jul P,65.5,72.6,64.4,#N/A
7/17/2023 8:30,Empire Manufacturing,Jul,-3.5,1.1,6.6,#N/A
7/18/2023 8:30,Retail Sales Advance MoM,Jun,0.5,0.2,0.3,0.6605
7/18/2023 9:15,Industrial Production MoM,Jun,0,-0.5,-0.2,-0.22026
7/19/2023 7:00,MBA Mortgage Applications,45487,#N/A,1.1,0.9,#N/A
7/19/2023 8:30,Housing Starts,Jun,1480,1434,1631,1583
7/20/2023 8:30,Initial Jobless Claims,45488,240,228,237,232
7/20/2023 10:00,Existing Home Sales,Jun,4.2,4.16,4.3,4.23
7/20/2023 10:00,Leading Index,Jun,-0.6,-0.7,-0.7,-0.7
7/24/2023 9:45,S&P Global US Manufacturing PMI,Jul P,46.15,#N/A,46.3,#N/A
7/25/2023 10:00,Conf. Board Consumer Confidence,Jul,112,117,109.7,110.1
7/26/2023 7:00,MBA Mortgage Applications,45494,#N/A,-1.8,1.1,#N/A
7/26/2023 10:00,New Home Sales,Jun,725,697,763,710
7/26/2023 14:00,FOMC Rate Decision (Upper Bound),45499,5.5,5.5,5.25,#N/A
7/27/2023 8:30,Initial Jobless Claims,45495,235,221,228,231
7/27/2023 8:30,GDP Annualized QoQ,2Q A,1.8,2.4,2,#N/A
7/27/2023 8:30,Durable Goods Orders,Jun P,1.3,4.7,1.8,2
7/27/2023 8:30,Wholesale Inventories MoM,Jun P,-0.1,-0.3,0,-0.3
7/28/2023 8:30,Personal Income,Jun,0.5,0.3,0.4,0.33879
7/28/2023 8:30,Personal Spending,Jun,0.4,0.5,0.1,0.2
7/28/2023 10:00,U. of Mich. Sentiment,Jul F,72.6,71.6,72.6,71.5
7/31/2023 9:45,MNI Chicago PMI,Jul,43.45,42.8,41.5,41.84689116
8/1/2023 9:45,S&P Global US Manufacturing PMI,Jul F,49,49,46.3,49
8/1/2023 10:00,ISM Manufacturing,Jul,46.9,46.4,46,46.4
8/2/2023 7:00,MBA Mortgage Applications,45501,#N/A,-3,-1.8,#N/A
8/2/2023 8:15,ADP Employment Change,Jul,190,324,497,543
8/3/2023 8:30,Initial Jobless Claims,45502,225,227,221,231
8/3/2023 10:00,Durable Goods Orders,Jun F,4.7,4.6,4.7,4.29451
8/3/2023 10:00,Factory Orders,Jun,2.3,2.3,0.3,0.4
8/4/2023 8:30,Change in Nonfarm Payrolls,Jul,200,187,209,240.00002
8/4/2023 8:30,Unemployment Rate,Jul,3.6,3.5,3.6,#N/A
8/8/2023 8:30,Trade Balance,Jun,-65,-65.497,-68.982,-66.247
8/8/2023 10:00,Wholesale Inventories MoM,Jun F,-0.3,-0.5,-0.3,-0.47357
8/9/2023 7:00,MBA Mortgage Applications,45508,#N/A,-3.1,-3,#N/A
8/10/2023 8:30,Initial Jobless Claims,45509,230,248,227,240
8/10/2023 8:30,CPI MoM,Jul,0.2,0.2,0.2,#N/A
8/10/2023 8:30,CPI YoY,Jul,3.3,3.2,3,#N/A
8/11/2023 8:30,PPI Final Demand MoM,Jul,0.2,0.3,0.1,0.00568
8/11/2023 10:00,U. of Mich. Sentiment,Aug P,71.15,71.2,71.6,#N/A
8/15/2023 8:30,Retail Sales Advance MoM,Jul,0.4,0.7,0.2,0.19734
8/15/2023 8:30,Empire Manufacturing,Aug,-1,-19,1.1,#N/A
8/16/2023 7:00,MBA Mortgage Applications,45515,#N/A,-0.8,-3.1,#N/A
8/16/2023 8:30,Housing Starts,Jul,1450,1452,1434,1418
8/16/2023 9:15,Industrial Production MoM,Jul,0.3,1,-0.5,-0.60336
8/17/2023 8:30,Initial Jobless Claims,45516,240,239,248,258
8/17/2023 10:00,Leading Index,Jul,-0.4,-0.4,-0.7,-0.7
8/22/2023 10:00,Existing Home Sales,Jul,4.15,4.07,4.16,4.11
8/23/2023 7:00,MBA Mortgage Applications,45522,#N/A,-4.2,-0.8,#N/A
8/23/2023 9:45,S&P Global US Manufacturing PMI,Aug P,49,#N/A,49,#N/A
8/23/2023 10:00,New Home Sales,Jul,703,714,697,683
8/24/2023 8:30,Initial Jobless Claims,45523,240,230,239,248
8/24/2023 8:30,Durable Goods Orders,Jul P,-4,-5.2,4.6,4.4
8/25/2023 10:00,U. of Mich. Sentiment,Aug F,71.2,69.5,71.2,69.4
8/29/2023 10:00,Conf. Board Consumer Confidence,Aug,116,106.1,117,114
8/30/2023 7:00,MBA Mortgage Applications,45529,#N/A,2.3,-4.2,#N/A
8/30/2023 8:15,ADP Employment Change,Aug,195,177,324,307
8/30/2023 8:30,Wholesale Inventories MoM,Jul P,-0.3,-0.1,-0.5,-0.7
8/30/2023 8:30,GDP Annualized QoQ,2Q S,2.4,2.1,2.4,#N/A
8/31/2023 8:30,Personal Spending,Jul,0.7,0.8,0.5,0.42177
8/31/2023 8:30,Personal Income,Jul,0.3,0.2,0.3,0.21135
8/31/2023 8:30,Initial Jobless Claims,45530,235,228,230,241
8/31/2023 9:45,MNI Chicago PMI,Aug,44.15,48.7,42.8,43.56866946
9/1/2023 8:30,Change in Nonfarm Payrolls,Aug,170,187,187,184
9/1/2023 8:30,Unemployment Rate,Aug,3.5,3.8,3.5,#N/A
9/1/2023 9:45,S&P Global US Manufacturing PMI,Aug F,47,47.9,49,47.9
9/1/2023 10:00,ISM Manufacturing,Aug,47,47.6,46.4,46.5
9/5/2023 10:00,Durable Goods Orders,Jul F,-5.2,-5.2,-5.2,-5.63231
9/5/2023 10:00,Factory Orders,Jul,-2.5,-2.1,2.3,#N/A
9/6/2023 7:00,MBA Mortgage Applications,45536,#N/A,-2.9,2.3,#N/A
9/6/2023 8:30,Trade Balance,Jul,-68,-65.022,-65.497,-63.484
9/7/2023 8:30,Initial Jobless Claims,45537,233,216,228,234
9/8/2023 10:00,Wholesale Inventories MoM,Jul F,-0.1,-0.2,-0.1,-0.26014
9/13/2023 7:00,MBA Mortgage Applications,45543,#N/A,-0.8,-2.9,#N/A
9/13/2023 8:30,CPI MoM,Aug,0.6,0.6,0.2,#N/A
9/13/2023 8:30,CPI YoY,Aug,3.6,3.7,3.2,#N/A
9/14/2023 8:30,Retail Sales Advance MoM,Aug,0.1,0.6,0.7,0.56435
9/14/2023 8:30,PPI Final Demand MoM,Aug,0.4,0.7,0.3,0.56088
9/14/2023 8:30,Initial Jobless Claims,45544,225,220,216,228
9/15/2023 8:30,Empire Manufacturing,Sep,-10,1.9,-19,#N/A
9/15/2023 9:15,Industrial Production MoM,Aug,0.1,0.4,1,0.9423
9/15/2023 10:00,U. of Mich. Sentiment,Sep P,69,67.7,69.5,#N/A
9/19/2023 8:30,Housing Starts,Aug,1439,1283,1452,1451
9/20/2023 7:00,MBA Mortgage Applications,45550,#N/A,5.4,-0.8,#N/A
9/20/2023 14:00,FOMC Rate Decision (Upper Bound),45555,5.5,5.5,5.5,#N/A
9/21/2023 8:30,Initial Jobless Claims,45551,225,201,220,227
9/21/2023 10:00,Existing Home Sales,Aug,4.1,4.04,4.07,4.05
9/21/2023 10:00,Leading Index,Aug,-0.5,-0.4,-0.4,-0.3
9/22/2023 9:45,S&P Global US Manufacturing PMI,Sep P,48.2,#N/A,47.9,#N/A
9/26/2023 10:00,New Home Sales,Aug,698,675,714,728
9/26/2023 10:00,Conf. Board Consumer Confidence,Sep,105.5,103,106.1,108.7
9/27/2023 7:00,MBA Mortgage Applications,45557,#N/A,-1.3,5.4,#N/A
9/27/2023 8:30,Durable Goods Orders,Aug P,-0.5,0.2,-5.2,-5.6
9/28/2023 8:30,Initial Jobless Claims,45558,214.5,204,201,210
9/28/2023 8:30,GDP Annualized QoQ,2Q T,2.2,2.1,2.1,#N/A
9/29/2023 8:30,Personal Spending,Aug,0.5,0.4,0.8,0.59523
9/29/2023 8:30,Personal Income,Aug,0.4,0.4,0.2,0.28357
9/29/2023 8:30,Wholesale Inventories MoM,Aug P,-0.2,-0.1,-0.2,#N/A
9/29/2023 9:45,MNI Chicago PMI,Sep,47.55,44.1,48.7,48.8251021
9/29/2023 10:00,U. of Mich. Sentiment,Sep F,67.7,68.1,67.7,67.9
10/2/2023 9:45,S&P Global US Manufacturing PMI,Sep F,48.9,49.8,47.9,49.8
10/2/2023 10:00,ISM Manufacturing,Sep,47.9,49,47.6,#N/A
10/4/2023 7:00,MBA Mortgage Applications,45564,#N/A,-6,-1.3,#N/A
10/4/2023 8:15,ADP Employment Change,Sep,150,89,177,135
10/4/2023 10:00,Durable Goods Orders,Aug F,0.2,0.1,0.2,-0.0897
10/4/2023 10:00,Factory Orders,Aug,0.3,1.2,-2.1,#N/A
10/5/2023 8:30,Initial Jobless Claims,45565,210,207,204,213
10/5/2023 8:30,Trade Balance,Aug,-59.8,-58.303,-65.022,-64.967
10/6/2023 8:30,Change in Nonfarm Payrolls,Sep,170,336,187,210
10/6/2023 8:30,Unemployment Rate,Sep,3.7,3.8,3.8,#N/A
